transaction_id,transaction_date,transaction_time,order_id,day_of_week,hour,transaction_qty,store_id,store_location,product_id,unit_price,total_sale,product_category,product_type,product_size,product_detail
65638,13/04/2023,12:18:37 p. m.,53614,Miércoles,12,2,8,Hell's Kitchen,42,2.50,5.00,tea,Brewed herbal tea,Rg,Lemon Grass Rg
65639,13/04/2023,12:18:37 p. m.,53614,Miércoles,12,1,8,Hell's Kitchen,76,3.50,3.50,bakery,Biscotti,Estándar,Chocolate Chip Biscotti
65642,13/04/2023,12:22:58 p. m.,53615,Miércoles,12,2,8,Hell's Kitchen,56,2.55,5.10,tea,Brewed Chai tea,Rg,Spicy Eye Opener Chai Rg
65643,13/04/2023,12:22:58 p. m.,53615,Miércoles,12,1,8,Hell's Kitchen,76,3.50,3.50,bakery,Biscotti,Estándar,Chocolate Chip Biscotti
65648,13/04/2023,12:35:53 p. m.,53616,Miércoles,12,2,8,Hell's Kitchen,54,2.50,5.00,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
65651,13/04/2023,12:37:12 p. m.,53617,Miércoles,12,1,8,Hell's Kitchen,61,4.75,4.75,drinking chocolate,Hot chocolate,Lg,Sustainably Grown Organic Lg
65652,13/04/2023,12:37:12 p. m.,53617,Miércoles,12,1,8,Hell's Kitchen,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
65653,13/04/2023,12:37:12 p. m.,53617,Miércoles,12,1,8,Hell's Kitchen,17,9.50,9.50,loose tea,Chai tea,Estándar,Morning Sunrise Chai
65655,13/04/2023,12:40:43 p. m.,53618,Miércoles,12,1,8,Hell's Kitchen,59,4.50,4.50,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
65656,13/04/2023,12:44:40 p. m.,53619,Miércoles,12,2,8,Hell's Kitchen,40,3.75,7.50,coffee,Barista Espresso,Estándar,Cappuccino
65658,13/04/2023,12:48:56 p. m.,53620,Miércoles,12,2,8,Hell's Kitchen,54,2.50,5.00,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
65663,13/04/2023,12:57:29 p. m.,53621,Miércoles,12,2,8,Hell's Kitchen,36,3.75,7.50,coffee,Premium brewed coffee,Lg,Jamaican Coffee River Lg
65665,13/04/2023,01:02:16 p. m.,53622,Miércoles,13,2,8,Hell's Kitchen,53,3.00,6.00,tea,Brewed Chai tea,Lg,Traditional Blend Chai Lg
65668,13/04/2023,01:14:24 p. m.,53623,Miércoles,13,2,8,Hell's Kitchen,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
65669,13/04/2023,01:14:24 p. m.,53623,Miércoles,13,1,8,Hell's Kitchen,5,15.00,15.00,coffee beans,Gourmet Beans,Estándar,Columbian Medium Roast
65670,13/04/2023,01:23:27 p. m.,53624,Miércoles,13,2,8,Hell's Kitchen,48,2.50,5.00,tea,Brewed Black tea,Rg,English Breakfast Rg
65671,13/04/2023,01:23:27 p. m.,53624,Miércoles,13,1,8,Hell's Kitchen,19,6.40,6.40,packaged chocolate,Drinking Chocolate,Estándar,Dark chocolate
65672,13/04/2023,01:26:59 p. m.,53625,Miércoles,13,2,8,Hell's Kitchen,42,2.50,5.00,tea,Brewed herbal tea,Rg,Lemon Grass Rg
65673,13/04/2023,01:26:59 p. m.,53625,Miércoles,13,1,8,Hell's Kitchen,73,3.75,3.75,bakery,Pastry,Estándar,Almond Croissant
65674,13/04/2023,01:28:16 p. m.,53626,Miércoles,13,2,8,Hell's Kitchen,27,3.50,7.00,coffee,Organic brewed coffee,Lg,Brazilian Lg
65675,13/04/2023,01:34:54 p. m.,53627,Miércoles,13,2,8,Hell's Kitchen,51,3.00,6.00,tea,Brewed Black tea,Lg,Earl Grey Lg
65676,13/04/2023,01:34:54 p. m.,53627,Miércoles,13,1,8,Hell's Kitchen,79,3.75,3.75,bakery,Scone,Estándar,Jumbo Savory Scone
65678,13/04/2023,01:41:54 p. m.,53628,Miércoles,13,2,8,Hell's Kitchen,33,3.50,7.00,coffee,Gourmet brewed coffee,Lg,Ethiopia Lg
65680,13/04/2023,01:43:14 p. m.,53629,Miércoles,13,2,8,Hell's Kitchen,46,2.50,5.00,tea,Brewed Green tea,Rg,Serenity Green Tea Rg
65681,13/04/2023,01:45:13 p. m.,53630,Miércoles,13,2,8,Hell's Kitchen,27,3.50,7.00,coffee,Organic brewed coffee,Lg,Brazilian Lg
65683,13/04/2023,01:47:53 p. m.,53631,Miércoles,13,1,8,Hell's Kitchen,49,3.00,3.00,tea,Brewed Black tea,Lg,English Breakfast Lg
65685,13/04/2023,01:53:37 p. m.,53632,Miércoles,13,2,8,Hell's Kitchen,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
65686,13/04/2023,01:54:30 p. m.,53633,Miércoles,13,2,8,Hell's Kitchen,50,2.50,5.00,tea,Brewed Black tea,Rg,Earl Grey Rg
65687,13/04/2023,01:54:30 p. m.,53633,Miércoles,13,1,8,Hell's Kitchen,20,7.60,7.60,packaged chocolate,Organic Chocolate,Estándar,Sustainably Grown Organic
65688,13/04/2023,01:57:11 p. m.,53634,Miércoles,13,2,8,Hell's Kitchen,44,2.50,5.00,tea,Brewed herbal tea,Rg,Peppermint Rg
65698,13/04/2023,02:10:53 p. m.,53635,Miércoles,14,2,8,Hell's Kitchen,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
65701,13/04/2023,02:14:57 p. m.,53636,Miércoles,14,2,8,Hell's Kitchen,87,3.00,6.00,coffee,Barista Espresso,Estándar,Ouro Brasileiro shot
65706,13/04/2023,02:19:55 p. m.,53637,Miércoles,14,2,8,Hell's Kitchen,22,2.00,4.00,coffee,Drip coffee,Sm,Our Old Time Diner Blend Sm
65711,13/04/2023,02:24:47 p. m.,53638,Miércoles,14,2,8,Hell's Kitchen,87,3.00,6.00,coffee,Barista Espresso,Estándar,Ouro Brasileiro shot
65714,13/04/2023,02:28:47 p. m.,53639,Miércoles,14,2,8,Hell's Kitchen,41,4.25,8.50,coffee,Barista Espresso,Lg,Cappuccino Lg
65715,13/04/2023,02:28:47 p. m.,53639,Miércoles,14,1,8,Hell's Kitchen,64,0.80,0.80,flavours,Regular syrup,Estándar,Hazelnut syrup
65716,13/04/2023,02:28:47 p. m.,53639,Miércoles,14,1,8,Hell's Kitchen,77,3.00,3.00,bakery,Scone,Estándar,Oatmeal Scone
65717,13/04/2023,02:30:14 p. m.,53640,Miércoles,14,2,8,Hell's Kitchen,40,3.75,7.50,coffee,Barista Espresso,Estándar,Cappuccino
65718,13/04/2023,02:30:14 p. m.,53640,Miércoles,14,1,8,Hell's Kitchen,63,0.80,0.80,flavours,Regular syrup,Estándar,Carmel syrup
65721,13/04/2023,02:39:26 p. m.,53641,Miércoles,14,2,8,Hell's Kitchen,59,4.50,9.00,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
65726,13/04/2023,02:51:02 p. m.,53642,Miércoles,14,2,8,Hell's Kitchen,22,2.00,4.00,coffee,Drip coffee,Sm,Our Old Time Diner Blend Sm
65729,13/04/2023,02:57:05 p. m.,53643,Miércoles,14,2,8,Hell's Kitchen,34,2.45,4.90,coffee,Premium brewed coffee,Sm,Jamaican Coffee River Sm
65730,13/04/2023,02:57:05 p. m.,53643,Miércoles,14,1,8,Hell's Kitchen,11,8.95,8.95,loose tea,Herbal tea,Estándar,Lemon Grass
65731,13/04/2023,02:58:28 p. m.,53644,Miércoles,14,2,8,Hell's Kitchen,53,3.00,6.00,tea,Brewed Chai tea,Lg,Traditional Blend Chai Lg
65737,13/04/2023,03:13:00 p. m.,53645,Miércoles,15,2,8,Hell's Kitchen,29,2.50,5.00,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
65738,13/04/2023,03:13:00 p. m.,53645,Miércoles,15,1,8,Hell's Kitchen,1,18.00,18.00,coffee beans,Organic Beans,Estándar,Brazilian - Organic
65740,13/04/2023,03:15:37 p. m.,53646,Miércoles,15,1,8,Hell's Kitchen,38,3.75,3.75,coffee,Barista Espresso,Estándar,Latte
65741,13/04/2023,03:15:37 p. m.,53646,Miércoles,15,2,8,Hell's Kitchen,64,0.80,1.60,flavours,Regular syrup,Estándar,Hazelnut syrup
65745,13/04/2023,03:35:09 p. m.,53647,Miércoles,15,2,8,Hell's Kitchen,87,3.00,6.00,coffee,Barista Espresso,Estándar,Ouro Brasileiro shot
65746,13/04/2023,03:35:09 p. m.,53647,Miércoles,15,1,8,Hell's Kitchen,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
65747,13/04/2023,03:35:32 p. m.,53648,Miércoles,15,2,8,Hell's Kitchen,32,3.00,6.00,coffee,Gourmet brewed coffee,Rg,Ethiopia Rg
65749,13/04/2023,03:36:52 p. m.,53649,Miércoles,15,1,8,Hell's Kitchen,54,2.50,2.50,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
65750,13/04/2023,03:36:59 p. m.,53650,Miércoles,15,2,8,Hell's Kitchen,46,2.50,5.00,tea,Brewed Green tea,Rg,Serenity Green Tea Rg
65762,13/04/2023,03:50:06 p. m.,53651,Miércoles,15,2,8,Hell's Kitchen,41,4.25,8.50,coffee,Barista Espresso,Lg,Cappuccino Lg
65768,13/04/2023,04:01:37 p. m.,53652,Miércoles,16,1,8,Hell's Kitchen,41,4.25,4.25,coffee,Barista Espresso,Lg,Cappuccino Lg
65769,13/04/2023,04:01:37 p. m.,53652,Miércoles,16,2,8,Hell's Kitchen,64,0.80,1.60,flavours,Regular syrup,Estándar,Hazelnut syrup
65778,13/04/2023,04:09:42 p. m.,53653,Miércoles,16,2,8,Hell's Kitchen,87,3.00,6.00,coffee,Barista Espresso,Estándar,Ouro Brasileiro shot
65779,13/04/2023,04:12:46 p. m.,53654,Miércoles,16,1,8,Hell's Kitchen,27,3.50,3.50,coffee,Organic brewed coffee,Lg,Brazilian Lg
65785,13/04/2023,04:25:44 p. m.,53655,Miércoles,16,1,8,Hell's Kitchen,22,2.00,2.00,coffee,Drip coffee,Sm,Our Old Time Diner Blend Sm
65786,13/04/2023,04:25:44 p. m.,53655,Miércoles,16,1,8,Hell's Kitchen,75,3.50,3.50,bakery,Pastry,Estándar,Croissant
65787,13/04/2023,04:26:25 p. m.,53656,Miércoles,16,1,8,Hell's Kitchen,59,4.50,4.50,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
65792,13/04/2023,04:34:33 p. m.,53657,Miércoles,16,2,8,Hell's Kitchen,61,4.75,9.50,drinking chocolate,Hot chocolate,Lg,Sustainably Grown Organic Lg
65793,13/04/2023,04:38:49 p. m.,53658,Miércoles,16,2,8,Hell's Kitchen,40,3.75,7.50,coffee,Barista Espresso,Estándar,Cappuccino
65794,13/04/2023,04:38:49 p. m.,53658,Miércoles,16,1,8,Hell's Kitchen,65,0.80,0.80,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
65797,13/04/2023,04:47:30 p. m.,53659,Miércoles,16,1,8,Hell's Kitchen,37,3.00,3.00,coffee,Barista Espresso,Estándar,Espresso shot
65798,13/04/2023,04:47:30 p. m.,53659,Miércoles,16,2,8,Hell's Kitchen,84,0.80,1.60,flavours,Regular syrup,Estándar,Chocolate syrup
65801,13/04/2023,04:52:20 p. m.,53660,Miércoles,16,2,8,Hell's Kitchen,26,3.00,6.00,coffee,Organic brewed coffee,Rg,Brazilian Rg
65805,13/04/2023,04:56:12 p. m.,53661,Miércoles,16,2,8,Hell's Kitchen,36,3.75,7.50,coffee,Premium brewed coffee,Lg,Jamaican Coffee River Lg
65806,13/04/2023,04:57:30 p. m.,53662,Miércoles,16,1,8,Hell's Kitchen,42,2.50,2.50,tea,Brewed herbal tea,Rg,Lemon Grass Rg
65807,13/04/2023,04:59:25 p. m.,53663,Miércoles,16,1,8,Hell's Kitchen,43,3.00,3.00,tea,Brewed herbal tea,Lg,Lemon Grass Lg
65817,13/04/2023,05:26:50 p. m.,53664,Miércoles,17,2,8,Hell's Kitchen,60,3.75,7.50,drinking chocolate,Hot chocolate,Rg,Sustainably Grown Organic Rg
65822,13/04/2023,05:39:49 p. m.,53665,Miércoles,17,1,8,Hell's Kitchen,34,2.45,2.45,coffee,Premium brewed coffee,Sm,Jamaican Coffee River Sm
65823,13/04/2023,05:40:17 p. m.,53666,Miércoles,17,2,8,Hell's Kitchen,57,3.10,6.20,tea,Brewed Chai tea,Lg,Spicy Eye Opener Chai Lg
65827,13/04/2023,05:48:38 p. m.,53667,Miércoles,17,2,8,Hell's Kitchen,55,4.00,8.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
65834,13/04/2023,06:01:04 p. m.,53668,Miércoles,18,1,8,Hell's Kitchen,32,3.00,3.00,coffee,Gourmet brewed coffee,Rg,Ethiopia Rg
65836,13/04/2023,06:03:20 p. m.,53669,Miércoles,18,2,8,Hell's Kitchen,37,3.00,6.00,coffee,Barista Espresso,Estándar,Espresso shot
65837,13/04/2023,06:03:21 p. m.,53670,Miércoles,18,2,8,Hell's Kitchen,22,2.00,4.00,coffee,Drip coffee,Sm,Our Old Time Diner Blend Sm
65840,13/04/2023,06:10:35 p. m.,53671,Miércoles,18,2,8,Hell's Kitchen,33,3.50,7.00,coffee,Gourmet brewed coffee,Lg,Ethiopia Lg
65841,13/04/2023,06:10:35 p. m.,53671,Miércoles,18,1,8,Hell's Kitchen,75,3.50,3.50,bakery,Pastry,Estándar,Croissant
65844,13/04/2023,06:16:24 p. m.,53672,Miércoles,18,1,8,Hell's Kitchen,56,2.55,2.55,tea,Brewed Chai tea,Rg,Spicy Eye Opener Chai Rg
65845,13/04/2023,06:17:34 p. m.,53673,Miércoles,18,2,8,Hell's Kitchen,25,2.20,4.40,coffee,Organic brewed coffee,Sm,Brazilian Sm
65846,13/04/2023,06:17:34 p. m.,53673,Miércoles,18,1,8,Hell's Kitchen,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
65847,13/04/2023,06:17:34 p. m.,53673,Miércoles,18,1,8,Hell's Kitchen,1,18.00,18.00,coffee beans,Organic Beans,Estándar,Brazilian - Organic
65849,13/04/2023,06:19:32 p. m.,53674,Miércoles,18,1,8,Hell's Kitchen,30,3.00,3.00,coffee,Gourmet brewed coffee,Lg,Columbian Medium Roast Lg
65851,13/04/2023,06:23:07 p. m.,53675,Miércoles,18,1,8,Hell's Kitchen,55,4.00,4.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
65852,13/04/2023,06:23:07 p. m.,53675,Miércoles,18,1,8,Hell's Kitchen,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
65855,13/04/2023,06:24:30 p. m.,53676,Miércoles,18,2,8,Hell's Kitchen,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
65863,13/04/2023,06:30:05 p. m.,53677,Miércoles,18,1,8,Hell's Kitchen,60,3.75,3.75,drinking chocolate,Hot chocolate,Rg,Sustainably Grown Organic Rg
65864,13/04/2023,06:30:19 p. m.,53678,Miércoles,18,2,8,Hell's Kitchen,29,2.50,5.00,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
65865,13/04/2023,06:30:19 p. m.,53678,Miércoles,18,1,8,Hell's Kitchen,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
65867,13/04/2023,06:34:04 p. m.,53679,Miércoles,18,1,8,Hell's Kitchen,55,4.00,4.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
65872,13/04/2023,06:50:54 p. m.,53680,Miércoles,18,2,8,Hell's Kitchen,60,3.75,7.50,drinking chocolate,Hot chocolate,Rg,Sustainably Grown Organic Rg
65874,13/04/2023,06:54:38 p. m.,53681,Miércoles,18,2,8,Hell's Kitchen,53,3.00,6.00,tea,Brewed Chai tea,Lg,Traditional Blend Chai Lg
65875,13/04/2023,06:58:08 p. m.,53682,Miércoles,18,2,8,Hell's Kitchen,22,2.00,4.00,coffee,Drip coffee,Sm,Our Old Time Diner Blend Sm
65876,13/04/2023,06:58:08 p. m.,53682,Miércoles,18,1,8,Hell's Kitchen,9,22.50,22.50,coffee beans,Organic Beans,Estándar,Organic Decaf Blend
65877,13/04/2023,06:58:16 p. m.,53683,Miércoles,18,2,8,Hell's Kitchen,29,2.50,5.00,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
65882,13/04/2023,07:12:24 p. m.,53684,Miércoles,19,2,8,Hell's Kitchen,49,3.00,6.00,tea,Brewed Black tea,Lg,English Breakfast Lg
65883,13/04/2023,07:13:04 p. m.,53685,Miércoles,19,2,8,Hell's Kitchen,59,4.50,9.00,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
65887,13/04/2023,07:14:30 p. m.,53686,Miércoles,19,1,8,Hell's Kitchen,53,3.00,3.00,tea,Brewed Chai tea,Lg,Traditional Blend Chai Lg
65888,13/04/2023,07:15:23 p. m.,53687,Miércoles,19,1,8,Hell's Kitchen,55,4.00,4.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
65889,13/04/2023,07:15:55 p. m.,53688,Miércoles,19,2,8,Hell's Kitchen,48,2.50,5.00,tea,Brewed Black tea,Rg,English Breakfast Rg
65890,13/04/2023,07:16:48 p. m.,53689,Miércoles,19,1,8,Hell's Kitchen,40,3.75,3.75,coffee,Barista Espresso,Estándar,Cappuccino
65891,13/04/2023,07:16:48 p. m.,53689,Miércoles,19,2,8,Hell's Kitchen,65,0.80,1.60,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
65892,13/04/2023,07:16:48 p. m.,53689,Miércoles,19,1,8,Hell's Kitchen,74,3.50,3.50,bakery,Biscotti,Estándar,Ginger Biscotti
65893,13/04/2023,07:29:14 p. m.,53690,Miércoles,19,2,8,Hell's Kitchen,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
65897,13/04/2023,07:39:24 p. m.,53691,Miércoles,19,2,8,Hell's Kitchen,50,2.50,5.00,tea,Brewed Black tea,Rg,Earl Grey Rg
65900,13/04/2023,07:48:37 p. m.,53692,Miércoles,19,1,8,Hell's Kitchen,40,3.75,3.75,coffee,Barista Espresso,Estándar,Cappuccino
65901,13/04/2023,07:48:37 p. m.,53692,Miércoles,19,2,8,Hell's Kitchen,63,0.80,1.60,flavours,Regular syrup,Estándar,Carmel syrup
65902,13/04/2023,07:50:56 p. m.,53693,Miércoles,19,1,8,Hell's Kitchen,40,3.75,3.75,coffee,Barista Espresso,Estándar,Cappuccino
65903,13/04/2023,07:50:56 p. m.,53693,Miércoles,19,1,8,Hell's Kitchen,63,0.80,0.80,flavours,Regular syrup,Estándar,Carmel syrup
65904,13/04/2023,07:50:56 p. m.,53693,Miércoles,19,1,8,Hell's Kitchen,77,3.00,3.00,bakery,Scone,Estándar,Oatmeal Scone
65906,13/04/2023,07:54:40 p. m.,53694,Miércoles,19,2,8,Hell's Kitchen,46,2.50,5.00,tea,Brewed Green tea,Rg,Serenity Green Tea Rg
65907,13/04/2023,07:54:40 p. m.,53694,Miércoles,19,1,8,Hell's Kitchen,75,3.50,3.50,bakery,Pastry,Estándar,Croissant
65908,13/04/2023,08:00:12 p. m.,53695,Miércoles,20,1,8,Hell's Kitchen,28,2.00,2.00,coffee,Gourmet brewed coffee,Sm,Columbian Medium Roast Sm
65909,13/04/2023,08:04:06 p. m.,53696,Miércoles,20,2,8,Hell's Kitchen,56,2.55,5.10,tea,Brewed Chai tea,Rg,Spicy Eye Opener Chai Rg
65910,13/04/2023,08:07:31 p. m.,53697,Miércoles,20,1,8,Hell's Kitchen,50,2.50,2.50,tea,Brewed Black tea,Rg,Earl Grey Rg
65911,13/04/2023,08:23:19 p. m.,53698,Miércoles,20,2,8,Hell's Kitchen,43,3.00,6.00,tea,Brewed herbal tea,Lg,Lemon Grass Lg
65912,13/04/2023,08:28:16 p. m.,53699,Miércoles,20,2,8,Hell's Kitchen,54,2.50,5.00,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
65913,13/04/2023,08:28:16 p. m.,53699,Miércoles,20,1,8,Hell's Kitchen,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
65914,13/04/2023,08:30:18 p. m.,53700,Miércoles,20,2,8,Hell's Kitchen,50,2.50,5.00,tea,Brewed Black tea,Rg,Earl Grey Rg
65915,13/04/2023,08:45:26 p. m.,53701,Miércoles,20,2,8,Hell's Kitchen,41,4.25,8.50,coffee,Barista Espresso,Lg,Cappuccino Lg
65916,13/04/2023,08:45:26 p. m.,53701,Miércoles,20,2,8,Hell's Kitchen,65,0.80,1.60,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
65917,13/04/2023,08:55:49 p. m.,53702,Miércoles,20,2,8,Hell's Kitchen,25,2.20,4.40,coffee,Organic brewed coffee,Sm,Brazilian Sm
65918,13/04/2023,08:57:11 p. m.,53703,Miércoles,20,2,8,Hell's Kitchen,60,3.75,7.50,drinking chocolate,Hot chocolate,Rg,Sustainably Grown Organic Rg
65919,13/04/2023,08:57:11 p. m.,53703,Miércoles,20,1,8,Hell's Kitchen,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
65920,13/04/2023,08:58:04 p. m.,53704,Miércoles,20,1,8,Hell's Kitchen,27,3.50,3.50,coffee,Organic brewed coffee,Lg,Brazilian Lg
65945,14/04/2023,08:02:52 a. m.,53705,Miércoles,8,2,8,Hell's Kitchen,25,2.20,4.40,coffee,Organic brewed coffee,Sm,Brazilian Sm
65946,14/04/2023,08:02:52 a. m.,53705,Miércoles,8,1,8,Hell's Kitchen,74,3.50,3.50,bakery,Biscotti,Estándar,Ginger Biscotti
65949,14/04/2023,08:03:58 a. m.,53706,Miércoles,8,1,8,Hell's Kitchen,29,2.50,2.50,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
65950,14/04/2023,08:03:58 a. m.,53706,Miércoles,8,1,8,Hell's Kitchen,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
65955,14/04/2023,08:06:36 a. m.,53707,Miércoles,8,1,8,Hell's Kitchen,50,2.50,2.50,tea,Brewed Black tea,Rg,Earl Grey Rg
65956,14/04/2023,08:06:36 a. m.,53707,Miércoles,8,1,8,Hell's Kitchen,77,3.00,3.00,bakery,Scone,Estándar,Oatmeal Scone
65957,14/04/2023,08:06:41 a. m.,53708,Miércoles,8,2,8,Hell's Kitchen,32,3.00,6.00,coffee,Gourmet brewed coffee,Rg,Ethiopia Rg
65958,14/04/2023,08:06:41 a. m.,53708,Miércoles,8,1,8,Hell's Kitchen,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
65959,14/04/2023,08:06:49 a. m.,53709,Miércoles,8,1,8,Hell's Kitchen,49,3.00,3.00,tea,Brewed Black tea,Lg,English Breakfast Lg
65960,14/04/2023,08:08:13 a. m.,53710,Miércoles,8,1,8,Hell's Kitchen,37,3.00,3.00,coffee,Barista Espresso,Estándar,Espresso shot
65961,14/04/2023,08:08:13 a. m.,53710,Miércoles,8,1,8,Hell's Kitchen,65,0.80,0.80,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
65962,14/04/2023,08:08:17 a. m.,53711,Miércoles,8,1,8,Hell's Kitchen,26,3.00,3.00,coffee,Organic brewed coffee,Rg,Brazilian Rg
65963,14/04/2023,08:08:17 a. m.,53711,Miércoles,8,1,8,Hell's Kitchen,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
65964,14/04/2023,08:08:50 a. m.,53712,Miércoles,8,2,8,Hell's Kitchen,37,3.00,6.00,coffee,Barista Espresso,Estándar,Espresso shot
65965,14/04/2023,08:08:50 a. m.,53712,Miércoles,8,2,8,Hell's Kitchen,65,0.80,1.60,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
65966,14/04/2023,08:11:20 a. m.,53713,Miércoles,8,1,8,Hell's Kitchen,31,2.20,2.20,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
65969,14/04/2023,08:13:22 a. m.,53714,Miércoles,8,2,8,Hell's Kitchen,52,2.50,5.00,tea,Brewed Chai tea,Rg,Traditional Blend Chai Rg
65970,14/04/2023,08:13:22 a. m.,53714,Miércoles,8,1,8,Hell's Kitchen,11,8.95,8.95,loose tea,Herbal tea,Estándar,Lemon Grass
65971,14/04/2023,08:13:31 a. m.,53715,Miércoles,8,2,8,Hell's Kitchen,27,3.50,7.00,coffee,Organic brewed coffee,Lg,Brazilian Lg
65972,14/04/2023,08:13:31 a. m.,53715,Miércoles,8,1,8,Hell's Kitchen,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
65974,14/04/2023,08:15:41 a. m.,53716,Miércoles,8,2,8,Hell's Kitchen,34,2.45,4.90,coffee,Premium brewed coffee,Sm,Jamaican Coffee River Sm
65983,14/04/2023,08:17:19 a. m.,53717,Miércoles,8,2,8,Hell's Kitchen,37,3.00,6.00,coffee,Barista Espresso,Estándar,Espresso shot
65984,14/04/2023,08:17:19 a. m.,53717,Miércoles,8,2,8,Hell's Kitchen,63,0.80,1.60,flavours,Regular syrup,Estándar,Carmel syrup
65989,14/04/2023,08:19:23 a. m.,53718,Miércoles,8,1,8,Hell's Kitchen,38,3.75,3.75,coffee,Barista Espresso,Estándar,Latte
65990,14/04/2023,08:19:23 a. m.,53718,Miércoles,8,1,8,Hell's Kitchen,84,0.80,0.80,flavours,Regular syrup,Estándar,Chocolate syrup
65991,14/04/2023,08:19:23 a. m.,53718,Miércoles,8,1,8,Hell's Kitchen,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
65992,14/04/2023,08:20:22 a. m.,53719,Miércoles,8,2,8,Hell's Kitchen,59,4.50,9.00,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
65993,14/04/2023,08:20:22 a. m.,53719,Miércoles,8,1,8,Hell's Kitchen,73,3.75,3.75,bakery,Pastry,Estándar,Almond Croissant
65995,14/04/2023,08:20:54 a. m.,53720,Miércoles,8,2,8,Hell's Kitchen,61,4.75,9.50,drinking chocolate,Hot chocolate,Lg,Sustainably Grown Organic Lg
65996,14/04/2023,08:21:02 a. m.,53721,Miércoles,8,2,8,Hell's Kitchen,36,3.75,7.50,coffee,Premium brewed coffee,Lg,Jamaican Coffee River Lg
65997,14/04/2023,08:21:02 a. m.,53721,Miércoles,8,1,8,Hell's Kitchen,74,3.50,3.50,bakery,Biscotti,Estándar,Ginger Biscotti
65998,14/04/2023,08:21:48 a. m.,53722,Miércoles,8,2,8,Hell's Kitchen,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
65999,14/04/2023,08:21:48 a. m.,53722,Miércoles,8,1,8,Hell's Kitchen,72,3.25,3.25,bakery,Scone,Estándar,Ginger Scone
66000,14/04/2023,08:22:22 a. m.,53723,Miércoles,8,2,8,Hell's Kitchen,38,3.75,7.50,coffee,Barista Espresso,Estándar,Latte
66001,14/04/2023,08:22:22 a. m.,53723,Miércoles,8,1,8,Hell's Kitchen,84,0.80,0.80,flavours,Regular syrup,Estándar,Chocolate syrup
66002,14/04/2023,08:22:35 a. m.,53724,Miércoles,8,1,8,Hell's Kitchen,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
66003,14/04/2023,08:22:35 a. m.,53724,Miércoles,8,1,8,Hell's Kitchen,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
66004,14/04/2023,08:22:38 a. m.,53725,Miércoles,8,1,8,Hell's Kitchen,28,2.00,2.00,coffee,Gourmet brewed coffee,Sm,Columbian Medium Roast Sm
66006,14/04/2023,08:22:59 a. m.,53726,Miércoles,8,2,8,Hell's Kitchen,55,4.00,8.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
